Crude_Blend,API_Gravity,Inlet_BSW,Inlet_Salt_PTB,Target_Risk_Class
Basrah Heavy,22.48,2.304,24.64,High
Basrah Heavy,28.63,1.578,12.23,Medium
Arab Light,34.01,1.141,22.34,Low
Arab Light,34.39,0.477,14.78,Low
Bonny Light,36.51,1.216,12.94,Low
Basrah Heavy,25.49,0.695,10.0,Low
Basrah Heavy,23.58,2.358,31.83,High
Basrah Heavy,22.37,1.791,33.8,High
Arab Light,36.04,1.146,10.0,Low
Arab Light,38.75,0.721,10.0,Low
Arab Light,34.41,1.383,10.0,Low
Bonny Light,42.02,0.475,18.35,Low
Basrah Heavy,30.58,1.329,17.71,Low
Ural,30.04,1.428,16.79,Low
Basrah Heavy,25.29,2.5,34.53,High
Basrah Heavy,23.05,2.08,21.04,High
Arab Light,39.03,0.419,17.31,Low
Basrah Heavy,26.73,1.191,10.26,Low
Arab Light,34.24,1.196,17.7,Low
Ural,28.6,2.069,32.93,Medium
Ural,31.01,0.914,10.0,Low
Arab Light,34.2,2.131,19.82,Low
Arab Light,31.96,1.187,14.78,Low
Arab Light,35.02,1.066,34.15,Low
Basrah Heavy,24.85,1.013,18.53,Medium
Basrah Heavy,24.61,2.344,18.26,Medium
Ural,28.58,1.14,37.14,Medium
Bonny Light,41.14,0.408,28.02,Low
Basrah Heavy,25.99,1.341,20.66,Medium
Arab Light,37.22,1.265,42.56,Medium
Ural,29.21,1.521,16.06,Medium
Ural,30.76,0.874,13.05,Medium
Arab Light,35.91,0.717,10.0,Low
Arab Light,37.68,1.229,24.14,Low
Ural,28.09,1.255,39.58,Medium
Bonny Light,41.91,0.584,22.25,Low
Basrah Heavy,22.27,2.301,20.58,High
Bonny Light,41.82,0.147,10.0,Low
Basrah Heavy,23.17,2.5,14.23,Medium
Ural,27.15,1.057,24.72,Low
Basrah Heavy,26.2,1.309,12.52,High
Basrah Heavy,28.46,2.297,26.73,High
Basrah Heavy,24.39,2.5,17.83,High
Arab Light,36.16,1.007,14.07,Low
Basrah Heavy,25.54,1.97,25.87,Medium
Basrah Heavy,26.76,2.04,26.84,Medium
Arab Light,33.52,1.677,26.69,Low
Arab Light,36.91,1.379,34.11,Low
Ural,35.42,0.929,25.86,Low
Bonny Light,40.92,0.42,20.59,Low
Ural,29.47,1.167,25.1,Medium
Basrah Heavy,26.78,1.513,22.57,Medium
Basrah Heavy,22.57,1.685,21.81,High
Bonny Light,39.17,0.46,22.71,Low
Basrah Heavy,30.91,1.379,10.0,Medium
Arab Light,35.76,0.504,19.9,Low
Bonny Light,37.95,0.755,10.0,Low
Bonny Light,38.39,0.743,19.63,Low
Arab Light,29.92,1.298,20.93,Medium
Ural,33.06,1.409,23.77,Medium
Arab Light,31.3,1.49,32.71,Medium
Ural,34.29,2.106,20.76,Low
Basrah Heavy,23.07,1.406,14.48,Medium
Basrah Heavy,25.17,1.71,25.17,Medium
Arab Light,32.03,1.199,14.03,Low
Basrah Heavy,23.85,1.734,12.99,High
Ural,36.33,0.537,10.0,High
Arab Light,30.36,0.805,40.0,Medium
Bonny Light,42.9,0.417,12.56,Low
Ural,28.08,0.786,20.28,Low
Arab Light,34.01,0.876,14.27,Low
Ural,33.68,0.802,26.0,Medium
Basrah Heavy,24.57,1.432,10.0,High
Arab Light,32.26,1.631,38.15,Medium
Basrah Heavy,24.73,1.082,18.19,Medium
Bonny Light,39.27,0.879,11.36,Low
Ural,35.47,0.73,29.25,Low
Bonny Light,41.3,0.444,16.62,Low
Bonny Light,43.26,0.463,11.62,Low
Bonny Light,44.42,0.29,10.0,Low
Basrah Heavy,22.37,1.266,18.81,Medium
Bonny Light,40.96,0.475,13.91,Medium
Arab Light,32.69,0.574,15.93,Medium
Arab Light,34.49,1.091,12.28,Low
Arab Light,37.51,0.257,10.0,Low
Basrah Heavy,21.06,2.474,20.69,High
Basrah Heavy,23.57,2.05,20.74,Medium
Basrah Heavy,24.65,2.5,35.5,Low
Basrah Heavy,27.6,2.5,47.68,High
Arab Light,37.6,1.048,15.51,Low
Bonny Light,40.0,0.483,15.4,Low
Arab Light,35.14,1.953,16.29,Medium
Arab Light,37.84,0.487,10.0,Low
Arab Light,36.16,0.435,22.23,Low
Arab Light,29.9,2.387,13.67,High
Basrah Heavy,23.5,2.046,30.25,High
Ural,34.78,0.485,17.54,Low
Basrah Heavy,23.89,1.016,27.34,High
Ural,28.75,1.603,25.51,Medium
Ural,33.58,0.747,10.0,Low
Arab Light,34.19,0.755,28.14,Low
Bonny Light,41.87,0.96,12.89,Low
Basrah Heavy,25.19,2.5,40.79,High
Bonny Light,44.43,0.335,20.56,Low
Ural,35.27,0.858,18.87,Low
Ural,33.89,1.362,29.13,Medium
Ural,30.2,1.01,31.97,Medium
Ural,31.15,0.535,17.5,Low
Bonny Light,39.58,0.239,18.34,Low
Arab Light,32.72,1.04,11.16,Low
Ural,34.54,1.295,26.38,Low
Ural,34.17,0.98,10.56,Low
Arab Light,31.19,1.547,23.74,Medium
Bonny Light,41.84,0.666,10.0,Low
Arab Light,35.53,1.442,17.54,Low
Arab Light,38.39,0.752,32.07,Low
Basrah Heavy,24.56,1.751,23.59,High
Basrah Heavy,26.48,1.448,22.83,Medium
Ural,33.49,0.93,23.84,Low
Arab Light,33.12,0.601,14.95,Low
Arab Light,36.25,1.269,25.97,Medium
Basrah Heavy,25.91,1.314,27.37,Medium
Arab Light,32.2,0.943,12.89,Low
Ural,28.98,1.081,10.43,Medium
Bonny Light,40.5,0.357,12.64,Low
Basrah Heavy,24.35,1.556,18.52,Medium
Arab Light,32.81,1.272,27.97,Medium
Arab Light,37.56,0.592,10.68,Low
Arab Light,34.74,1.349,34.4,Low
Arab Light,32.41,0.956,32.03,Medium
Arab Light,29.55,0.743,28.55,Low
Arab Light,33.34,1.663,28.31,Medium
Arab Light,37.28,0.832,11.24,Low
Arab Light,38.97,0.903,14.17,Low
Arab Light,33.86,1.357,25.59,Medium
Ural,34.11,0.703,13.87,Low
Ural,28.17,1.132,17.07,Low
Basrah Heavy,27.47,2.016,38.98,High
Ural,26.13,2.5,20.36,High
Bonny Light,39.61,0.641,20.2,Low
Basrah Heavy,21.44,1.436,25.6,High
Arab Light,35.94,1.553,23.54,Medium
Basrah Heavy,23.52,1.33,13.12,Medium
Ural,30.25,1.375,18.26,Low
Basrah Heavy,27.23,1.221,20.59,Medium
Ural,28.26,1.486,13.7,Medium
Basrah Heavy,25.55,1.096,29.16,Medium
Arab Light,29.78,1.101,18.63,Low
Bonny Light,41.56,0.403,11.93,Low
Arab Light,28.64,1.675,29.45,High
Bonny Light,42.65,0.458,30.53,Low
Bonny Light,44.3,0.445,10.18,Low
Bonny Light,42.42,0.335,10.0,Low
Basrah Heavy,24.09,1.506,39.62,High
Ural,32.47,1.349,22.6,Low
Basrah Heavy,23.21,2.263,50.56,High
Arab Light,36.7,0.49,28.36,Low
Bonny Light,43.98,0.388,10.0,Low
Ural,32.99,0.79,14.37,Low
Arab Light,34.66,1.297,10.0,Low
Arab Light,32.03,2.132,21.82,Medium
Ural,33.27,0.414,10.0,Low
Ural,28.79,1.048,13.52,Medium
Arab Light,32.58,1.181,10.0,Low
Bonny Light,40.82,0.549,10.0,Low
Basrah Heavy,21.56,2.475,24.96,High
Basrah Heavy,24.9,1.612,22.29,High
Arab Light,32.76,0.885,10.0,Low
Bonny Light,38.09,0.507,25.12,Low
Basrah Heavy,22.56,1.133,13.75,High
Basrah Heavy,22.28,1.338,23.02,High
Basrah Heavy,24.2,1.323,15.05,Low
Bonny Light,41.88,0.551,13.72,Low
Basrah Heavy,30.92,1.12,17.82,Low
Arab Light,34.77,0.746,27.62,Medium
Bonny Light,40.32,0.408,10.42,Low
Basrah Heavy,26.31,1.155,17.27,Medium
Arab Light,34.57,0.779,10.0,Low
Arab Light,34.2,0.749,10.0,Low
Ural,30.52,1.529,24.07,Medium
Arab Light,36.59,1.324,22.56,Low
Arab Light,38.19,0.476,14.16,Low
Basrah Heavy,24.62,2.346,37.07,High
Ural,29.23,1.645,22.43,Medium
Ural,30.61,1.281,16.46,Low
Basrah Heavy,21.21,2.5,31.02,Medium
Arab Light,36.33,0.788,13.92,Low
Bonny Light,41.58,0.577,10.0,Low
Basrah Heavy,23.13,1.755,33.46,High
Basrah Heavy,30.75,1.214,14.21,Medium
Arab Light,32.17,1.295,18.71,Low
Basrah Heavy,24.28,1.634,18.22,High
Basrah Heavy,26.55,1.721,35.09,High
Arab Light,32.66,0.848,11.99,Medium
Basrah Heavy,24.36,1.281,33.68,High
Arab Light,32.48,0.855,10.72,Low
Ural,28.89,1.155,24.57,Medium
Arab Light,30.16,1.756,22.26,Medium
Basrah Heavy,27.26,1.205,10.0,Medium
Ural,29.44,1.605,35.69,Low
Basrah Heavy,27.22,1.558,15.94,High
Ural,35.21,0.778,12.49,Low
Arab Light,32.16,1.745,25.66,Medium
Ural,32.05,1.437,12.87,Medium
Basrah Heavy,27.27,1.417,15.69,Medium
Basrah Heavy,20.41,1.803,22.04,High
Arab Light,30.84,1.227,10.0,Medium
Basrah Heavy,20.87,1.069,19.14,High
Basrah Heavy,24.19,1.209,10.55,Medium
Ural,32.42,1.278,25.38,Medium
Ural,30.61,0.691,25.16,Medium
Basrah Heavy,28.71,1.019,23.89,Low
Bonny Light,39.65,0.544,21.38,Low
Ural,33.73,2.5,27.41,Medium
Bonny Light,35.75,1.106,10.0,Medium
Ural,35.96,1.263,29.16,Low
Ural,28.3,1.019,12.58,Medium
Arab Light,36.24,0.956,16.2,Low
Ural,32.4,0.588,10.0,Low
Bonny Light,39.26,0.578,10.0,Low
Basrah Heavy,26.46,1.752,25.49,High
Basrah Heavy,25.1,0.947,17.06,Medium
Basrah Heavy,23.35,1.913,14.2,High
Bonny Light,43.13,0.475,10.0,Low
Arab Light,34.1,0.793,35.14,Low
Ural,34.3,0.722,19.43,High
Ural,30.48,0.943,11.6,Medium
Bonny Light,44.52,0.277,10.0,Low
Basrah Heavy,23.79,1.467,21.28,Medium
Ural,34.17,1.165,15.54,Low
Bonny Light,38.84,0.561,26.79,Low
Basrah Heavy,22.13,2.5,33.64,High
Ural,35.73,1.529,10.0,Low
Arab Light,33.56,1.101,24.6,High
Arab Light,32.67,0.949,24.45,Low
Arab Light,31.29,0.962,20.83,Low
Basrah Heavy,32.68,1.196,24.15,High
Basrah Heavy,22.63,2.035,37.64,Medium
Basrah Heavy,23.09,1.569,27.74,High
Basrah Heavy,23.43,1.448,13.1,Medium
Arab Light,30.35,1.379,37.07,Medium
Arab Light,32.56,1.104,10.0,Low
Basrah Heavy,27.39,1.153,22.09,Medium
Ural,33.17,1.081,18.83,Medium
Ural,35.07,0.742,11.44,Low
Arab Light,36.87,0.617,21.73,Low
Bonny Light,42.22,0.459,11.22,Low
Arab Light,35.88,0.708,18.83,Low
Ural,31.34,0.894,10.0,Medium
Basrah Heavy,27.48,2.023,35.16,High
Ural,31.11,1.02,26.03,Low
Bonny Light,43.73,0.693,14.5,Low
Ural,28.22,1.688,16.44,Medium
Arab Light,32.12,0.83,26.43,Low
Arab Light,33.62,1.516,10.43,Medium
Arab Light,35.8,0.677,14.76,Low
Ural,31.21,2.323,25.82,Medium
Ural,30.3,1.323,23.23,Medium
Bonny Light,40.72,0.672,11.96,Low
Arab Light,37.44,0.774,23.37,Low
Basrah Heavy,28.92,1.438,13.0,Medium
Arab Light,35.18,0.84,26.62,Low
Basrah Heavy,23.47,1.2,17.81,Medium
Basrah Heavy,26.7,1.636,18.54,Medium
Basrah Heavy,24.68,2.264,30.81,Medium
Ural,31.77,0.744,22.46,Low
Basrah Heavy,27.38,2.416,27.2,High
Basrah Heavy,22.33,2.138,25.61,High
Basrah Heavy,26.16,1.276,13.84,Medium
Bonny Light,39.17,0.559,10.0,Low
Ural,31.83,2.159,22.44,Medium
Basrah Heavy,30.19,1.708,23.2,Medium
Basrah Heavy,23.14,2.5,26.74,High
Arab Light,38.45,0.642,11.37,Low
Basrah Heavy,22.5,2.091,18.07,High
Arab Light,34.9,1.049,10.71,Low
Arab Light,31.33,1.088,10.12,Medium
Bonny Light,40.0,0.625,14.2,Medium
Basrah Heavy,32.97,1.551,25.29,Low
Ural,30.74,2.09,26.89,Medium
Basrah Heavy,26.79,1.325,23.9,Low
Bonny Light,37.9,0.465,10.0,Low
Bonny Light,36.89,1.424,20.38,Medium
Ural,36.47,1.478,17.35,Medium
Arab Light,33.73,1.154,16.91,Medium
Basrah Heavy,26.69,2.5,18.99,High
Ural,31.14,1.311,11.71,Low
Ural,35.6,0.643,14.11,Low
Basrah Heavy,29.32,0.812,10.07,Medium
Arab Light,33.86,0.626,10.0,Low
Arab Light,37.53,0.761,12.98,Low
Ural,33.31,0.875,19.76,Low
Ural,31.43,0.939,23.83,Low
Arab Light,33.41,0.986,10.0,Medium
Arab Light,38.93,0.905,12.32,Low
Basrah Heavy,28.6,1.099,19.05,Medium
Arab Light,34.17,0.759,18.33,Low
Basrah Heavy,23.32,1.41,26.79,Medium
Ural,33.13,1.437,23.17,Medium
Arab Light,35.64,0.86,11.0,Low
Arab Light,36.16,0.935,17.47,Low
Basrah Heavy,21.03,2.5,29.5,High
Basrah Heavy,28.53,2.5,20.74,Medium
Arab Light,33.08,1.307,13.96,Low
Basrah Heavy,22.51,2.08,27.97,High
Basrah Heavy,21.83,1.165,24.78,High
Ural,28.92,1.491,16.78,High
Arab Light,30.37,1.245,38.15,Low
Arab Light,31.61,1.556,10.0,Medium
Arab Light,29.74,1.097,17.18,Medium
Ural,29.48,1.368,20.31,Medium
Basrah Heavy,30.31,1.51,29.58,Medium
Ural,32.84,2.06,20.55,Low
Bonny Light,39.74,1.069,13.5,Low
Ural,27.96,2.137,22.35,Medium
Arab Light,30.46,1.563,29.46,Medium
Ural,31.96,0.96,26.56,Low
Arab Light,31.88,1.446,17.68,Medium
Arab Light,34.87,0.71,10.0,Low
Arab Light,38.98,0.621,10.0,Low
Basrah Heavy,22.7,2.5,19.85,High
Basrah Heavy,23.78,1.979,35.93,High
Arab Light,32.08,1.2,18.19,Low
Basrah Heavy,28.9,1.486,28.29,Low
Arab Light,37.13,0.76,12.64,Low
Arab Light,32.19,0.518,36.28,Low
Bonny Light,41.52,0.324,16.67,Low
Basrah Heavy,21.6,2.208,29.14,Medium
Arab Light,30.78,0.863,19.61,Low
Arab Light,36.12,0.819,10.0,Low
Basrah Heavy,29.46,0.83,11.75,Low
Basrah Heavy,20.33,1.446,27.81,High
Basrah Heavy,23.37,1.663,22.3,Low
Basrah Heavy,23.17,2.319,32.31,High
Basrah Heavy,24.83,2.33,25.43,High
Arab Light,38.08,0.56,11.88,Low
Arab Light,31.92,1.246,29.17,Medium
Basrah Heavy,24.64,0.962,17.64,Medium
Basrah Heavy,23.32,1.702,24.24,High
Basrah Heavy,25.2,2.162,25.73,High
Arab Light,34.69,0.92,13.07,Low
Basrah Heavy,22.68,2.5,27.25,High
Arab Light,30.01,1.663,22.36,Medium
Basrah Heavy,24.98,1.7,33.41,High
Basrah Heavy,22.37,1.585,21.79,High
Bonny Light,41.93,0.397,20.47,Low
Basrah Heavy,24.87,0.942,10.44,Medium
Basrah Heavy,21.67,1.128,21.29,High
Basrah Heavy,24.65,2.243,15.35,Medium
Bonny Light,39.98,1.025,11.94,Low
Arab Light,35.87,0.593,10.0,Low
Arab Light,31.74,1.158,14.57,Low
Bonny Light,41.39,0.296,19.57,Low
Basrah Heavy,23.03,1.199,10.0,High
Bonny Light,42.97,0.451,22.43,Low
Basrah Heavy,23.65,1.374,10.0,Medium
Arab Light,36.68,0.416,10.0,Low
Arab Light,33.83,1.819,21.26,Medium
Arab Light,30.0,1.22,32.44,Low
Bonny Light,40.47,0.389,16.77,Low
Basrah Heavy,25.42,1.605,39.61,High
Bonny Light,42.09,0.455,34.53,Low
Arab Light,35.37,1.041,25.73,Low
Arab Light,38.12,0.641,10.0,Low
Bonny Light,41.04,0.598,16.27,Low
Basrah Heavy,21.35,2.497,29.79,Medium
Bonny Light,41.04,0.338,10.0,Low
Arab Light,31.45,0.901,23.93,Low
Ural,29.6,1.7,13.63,Medium
Basrah Heavy,20.31,1.535,15.09,High
Arab Light,34.5,0.927,10.0,Low
Ural,32.28,0.929,10.0,Low
Arab Light,30.56,1.045,11.65,Medium
Basrah Heavy,20.81,1.539,19.92,High
Basrah Heavy,25.13,1.0,25.63,High
Bonny Light,41.6,0.587,10.0,Low
Basrah Heavy,27.18,2.062,34.47,High
Ural,28.4,1.263,39.16,Medium
Bonny Light,43.59,0.519,23.58,Low
Basrah Heavy,28.95,1.102,11.33,Low
Basrah Heavy,28.48,1.104,12.94,Low
Ural,30.62,1.388,29.09,Low
Basrah Heavy,24.17,1.875,19.05,High
Arab Light,33.59,0.973,16.95,Low
Ural,36.04,1.084,21.1,Low
Arab Light,36.94,0.508,18.55,Low
Arab Light,33.07,0.94,17.76,Low
Ural,33.34,1.441,12.69,Low
Arab Light,35.66,1.232,15.7,Low
Basrah Heavy,31.25,1.556,31.88,Medium
Arab Light,34.35,1.377,19.77,High
Bonny Light,43.19,0.349,29.24,Low
Ural,34.1,0.539,14.72,Low
Arab Light,33.53,0.928,10.53,Low
Basrah Heavy,29.03,1.629,26.72,High
Basrah Heavy,28.35,1.782,34.28,Medium
Basrah Heavy,22.4,1.437,21.35,High
Basrah Heavy,26.2,1.058,18.28,Medium
Bonny Light,44.37,0.238,12.95,Low
Basrah Heavy,24.66,1.309,23.32,High
Ural,29.78,0.646,10.0,Medium
Basrah Heavy,23.67,1.369,10.0,High
Basrah Heavy,29.97,1.265,24.18,Medium
Arab Light,35.02,0.889,15.71,Low
Basrah Heavy,22.11,1.556,24.53,High
Ural,37.06,0.621,12.07,Medium
Bonny Light,42.88,0.342,14.21,Low
Bonny Light,39.16,0.54,10.0,Low
Basrah Heavy,22.43,2.209,23.97,High
Ural,30.94,1.181,11.85,Low
Basrah Heavy,26.64,2.5,26.5,Medium
Bonny Light,42.8,0.376,10.0,Low
Arab Light,33.65,1.175,24.38,Low
Basrah Heavy,23.23,1.502,34.1,High
Basrah Heavy,22.62,1.524,12.83,High
Basrah Heavy,22.07,2.5,29.22,High
Basrah Heavy,27.35,2.001,23.64,Medium
Bonny Light,41.12,0.287,25.47,Low
Ural,33.04,0.732,14.94,Low
Bonny Light,44.67,0.289,21.03,Low
Basrah Heavy,30.74,0.997,22.22,Medium
Arab Light,35.34,0.531,14.81,Low
Basrah Heavy,25.93,1.564,17.5,High
Arab Light,35.08,0.475,14.35,Low
Basrah Heavy,24.96,1.635,15.35,High
Basrah Heavy,25.34,1.988,22.11,High
Arab Light,35.75,1.186,10.0,Low
Basrah Heavy,24.44,1.519,32.9,Low
Arab Light,38.25,1.211,19.7,Low
Ural,33.61,1.135,29.52,Medium
Basrah Heavy,26.98,1.929,25.35,High
Bonny Light,42.66,0.334,12.31,Low
Arab Light,34.06,1.672,27.28,Low
Ural,31.9,1.119,17.16,Low
Ural,30.91,2.055,24.01,Medium
Ural,34.22,1.563,18.99,Medium
Ural,31.8,1.233,12.53,Medium
Bonny Light,42.25,0.528,10.34,Low
Arab Light,31.06,1.102,26.55,Low
Basrah Heavy,21.62,1.334,16.52,High
Basrah Heavy,23.07,2.075,44.33,High
Arab Light,32.59,1.302,10.0,Medium
Basrah Heavy,22.06,0.993,26.15,Medium
Basrah Heavy,24.35,1.557,19.62,Medium
Basrah Heavy,25.06,2.11,29.8,High
Arab Light,33.87,1.66,16.31,Medium
Basrah Heavy,25.55,1.967,14.63,High
Arab Light,34.99,0.542,20.07,Low
Ural,35.18,0.629,25.52,Low
Ural,31.13,1.036,17.2,Medium
Basrah Heavy,29.33,2.096,22.78,Medium
Arab Light,34.05,0.794,14.56,Low
Arab Light,37.29,1.123,17.35,Low
Arab Light,37.15,0.631,11.7,Low
Ural,29.69,1.52,22.11,Medium
Basrah Heavy,27.88,0.991,20.96,Medium
Bonny Light,38.06,0.678,17.46,Low
Basrah Heavy,20.44,1.247,14.57,Medium
Ural,28.47,2.22,25.09,Medium
Arab Light,35.12,0.717,10.0,Low
Basrah Heavy,26.42,0.856,18.74,Medium
Ural,32.2,0.623,10.0,Low
Basrah Heavy,28.74,1.283,10.0,Medium
Ural,36.47,0.705,10.7,Low
Arab Light,37.11,0.987,20.3,Low
Basrah Heavy,27.19,1.309,23.53,Medium
Basrah Heavy,28.14,2.046,34.45,Medium
Ural,32.95,0.92,39.06,Low
Basrah Heavy,25.77,2.166,26.33,High
Bonny Light,42.8,0.303,10.0,Low
Ural,29.12,0.767,15.56,Medium
Ural,28.72,0.992,13.91,Low
Basrah Heavy,27.99,0.923,10.0,Low
Ural,30.28,0.793,10.0,Low
Bonny Light,41.15,0.611,12.45,Low
Basrah Heavy,26.0,1.365,32.42,Medium
Basrah Heavy,24.92,1.646,18.88,Medium
Basrah Heavy,26.65,1.751,28.74,Medium
Arab Light,38.2,0.398,22.33,Low
Ural,31.36,1.409,25.78,Medium
Arab Light,32.41,0.713,21.03,Low
Arab Light,32.31,0.894,10.0,Low
Basrah Heavy,23.47,0.856,13.55,Medium
Basrah Heavy,22.43,2.17,16.69,Medium
Basrah Heavy,26.71,0.804,10.84,Low
Bonny Light,43.04,0.268,10.0,Low
Arab Light,35.37,0.605,17.07,Low
Arab Light,32.02,1.063,10.0,Medium
Ural,31.54,1.081,10.0,Low
Basrah Heavy,24.27,2.137,25.6,Medium
Basrah Heavy,28.16,1.31,10.0,Medium
Basrah Heavy,29.92,1.748,42.96,Low
Bonny Light,39.1,0.753,12.54,Low
Ural,33.37,0.737,24.79,Low
Arab Light,33.72,0.795,10.0,Low
Basrah Heavy,22.21,2.5,31.55,High
Basrah Heavy,20.0,2.5,33.27,High
Arab Light,33.96,1.319,12.88,Low
Arab Light,34.2,1.359,26.02,Low
Bonny Light,39.84,0.72,10.0,Low
Ural,28.84,1.48,17.47,Medium
Arab Light,30.64,1.222,12.07,Low
Ural,32.45,1.966,31.51,Medium
Bonny Light,43.43,0.325,12.94,Low
Arab Light,32.63,1.168,19.78,Low
Arab Light,33.8,0.549,14.19,Low
Bonny Light,41.76,0.297,12.43,Low
Basrah Heavy,21.91,2.5,24.15,High
Bonny Light,38.3,0.882,21.24,Low
Basrah Heavy,22.68,1.587,15.86,Medium
Arab Light,34.49,0.981,18.09,Low
Ural,27.56,0.869,14.4,Medium
Arab Light,36.06,0.735,10.95,Low
Arab Light,34.02,0.591,12.19,Low
Arab Light,34.59,0.855,17.09,Low
Basrah Heavy,28.98,1.658,27.69,Medium
Basrah Heavy,27.72,1.626,22.27,Medium
Basrah Heavy,21.68,2.5,36.96,Medium
Arab Light,30.63,1.332,15.04,Low
Arab Light,36.54,0.346,10.0,Low
Basrah Heavy,27.07,2.5,33.14,High
Bonny Light,39.85,0.456,10.0,Low
Arab Light,33.43,1.082,42.6,Low
Arab Light,31.76,1.17,24.81,Medium
Arab Light,33.63,1.098,10.51,Medium
Basrah Heavy,23.77,1.668,38.59,High
Ural,30.2,1.257,14.5,Low
Arab Light,32.4,0.685,30.09,Low
Basrah Heavy,24.11,2.5,34.96,High
Bonny Light,42.1,0.587,10.0,Low
Ural,30.84,1.21,12.6,Low
Ural,30.77,2.272,18.88,Medium
Bonny Light,42.49,0.304,10.0,Low
Bonny Light,43.15,0.543,20.79,High
Basrah Heavy,23.77,1.35,33.22,Medium
Arab Light,33.71,1.156,11.49,Low
Arab Light,37.62,0.875,10.0,Low
Basrah Heavy,24.9,0.692,16.86,Low
Basrah Heavy,25.91,0.911,10.0,Medium
Basrah Heavy,24.63,2.5,36.7,High
Ural,33.02,0.96,21.38,High
Ural,30.59,2.426,29.0,Medium
Ural,32.45,1.716,29.93,Medium
Basrah Heavy,24.11,1.498,27.81,Medium
Basrah Heavy,31.51,1.028,11.08,Low
Arab Light,32.09,1.973,17.06,High
Arab Light,34.49,1.992,24.5,Low
Bonny Light,39.2,0.591,20.84,Low
Bonny Light,43.37,0.662,10.0,Low
Bonny Light,41.25,0.749,10.0,Low
Bonny Light,37.96,1.116,10.91,Low
Bonny Light,43.21,0.411,10.0,Low
Arab Light,35.78,0.689,10.0,Low
Basrah Heavy,29.55,0.878,10.34,Medium
Basrah Heavy,27.97,0.869,19.09,Low
Arab Light,35.3,1.762,30.48,Low
Basrah Heavy,27.51,1.406,40.68,Medium
Basrah Heavy,24.14,1.083,16.63,Low
Bonny Light,39.47,0.903,11.93,Low
Basrah Heavy,24.43,1.351,36.88,Medium
Bonny Light,43.12,0.32,10.81,Low
Ural,26.85,2.5,29.45,High
Arab Light,31.01,0.739,25.85,Low
Ural,30.4,1.32,10.0,Low
Basrah Heavy,29.79,1.021,17.52,High
Arab Light,33.6,0.778,10.0,Low
Basrah Heavy,27.2,0.851,10.0,Medium
Bonny Light,42.98,0.42,10.0,Low
Basrah Heavy,21.3,1.324,33.99,Medium
Basrah Heavy,21.78,2.174,16.35,High
Ural,30.67,1.179,15.12,Low
Ural,28.89,1.177,24.73,Medium
Arab Light,32.22,0.811,10.0,Low
Arab Light,38.51,1.15,38.7,Low
Basrah Heavy,29.64,1.636,21.81,Medium
Ural,34.93,0.73,10.0,Low
Basrah Heavy,23.45,1.032,11.07,High
Basrah Heavy,28.24,0.699,10.0,Medium
Basrah Heavy,24.43,2.379,22.56,High
Basrah Heavy,27.67,1.912,22.05,High
Basrah Heavy,23.65,2.377,34.78,High
Arab Light,35.61,0.846,40.38,Low
Basrah Heavy,25.71,2.01,23.11,High
Basrah Heavy,20.65,2.5,34.22,High
Arab Light,31.86,1.096,16.47,Medium
Basrah Heavy,27.71,1.225,12.31,Medium
Ural,31.14,0.83,10.77,Medium
Bonny Light,43.1,0.469,26.21,Low
Arab Light,33.0,1.277,15.57,Low
Bonny Light,42.42,0.388,28.44,Low
Basrah Heavy,26.6,1.319,19.82,High
Basrah Heavy,28.01,1.269,20.07,Medium
Ural,32.03,1.466,31.2,Low
Ural,31.68,0.701,15.79,Low
Ural,31.98,0.757,10.0,Low
Basrah Heavy,22.15,1.192,13.11,Medium
Ural,28.31,1.281,20.09,Medium
Arab Light,30.43,1.356,21.66,Low
Basrah Heavy,26.62,1.003,18.46,Medium
Basrah Heavy,24.35,2.203,25.93,High
Bonny Light,44.45,0.53,13.35,Low
Basrah Heavy,22.89,1.961,36.25,High
Ural,29.03,1.931,21.57,Medium
Arab Light,38.49,0.507,11.69,Low
Ural,34.63,0.692,22.15,Low
Ural,30.51,1.448,28.84,Medium
Bonny Light,37.61,0.745,10.0,Low
Basrah Heavy,26.26,1.083,10.0,Low
Basrah Heavy,22.1,2.5,35.16,High
Arab Light,32.5,1.201,21.61,Low
Arab Light,34.95,1.183,18.18,Medium
Basrah Heavy,25.32,1.217,25.56,Medium
Basrah Heavy,20.27,2.5,27.45,High
Basrah Heavy,27.67,1.317,22.21,Medium
Basrah Heavy,24.66,2.262,23.65,High
Basrah Heavy,23.55,1.349,14.24,High
Bonny Light,42.22,0.488,10.47,Low
Basrah Heavy,25.56,1.854,14.06,High
Bonny Light,43.39,0.774,10.0,Low
Bonny Light,37.91,0.631,13.17,Low
Basrah Heavy,28.41,1.442,23.53,Low
Ural,38.03,0.896,26.39,Low
Arab Light,29.84,0.763,13.89,Low
Ural,35.21,0.424,10.0,Low
Basrah Heavy,22.11,1.232,10.85,High
Basrah Heavy,26.82,2.027,34.59,High
Basrah Heavy,23.44,2.5,30.27,High
Arab Light,34.94,0.67,12.76,Low
Bonny Light,43.47,0.248,11.39,Low
Ural,32.03,1.902,31.3,Medium
Ural,30.84,0.975,30.63,Low
Bonny Light,39.97,0.53,10.0,Low
Ural,36.8,1.344,17.87,Low
Basrah Heavy,25.61,2.395,34.43,High
Bonny Light,39.34,0.893,10.0,Medium
Arab Light,30.48,0.665,33.67,Medium
